No,ID,Scenario,Mode,Choice,Nationality,Gender,Mar,Age,Job,Edu,Hinc,Hcar,Hmem,Carown,AirClass,Dependency,WeaCon,Tpp,ChLug,Accom,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Car,Delay_Taxi1,Delay_Taxi,Delay_Bus1,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT
513,257,S5,Car,2,3,1,0,2,5,2,8,1,4,0,1,1,1,1,1,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
514,257,S4,VCAT,5,3,1,0,2,5,2,8,1,4,0,1,1,1,1,1,0,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,10,10,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
515,258,S1,Bus,4,3,1,0,2,8,3,8,1,4,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
516,258,S3,VCAT,5,3,1,0,2,8,3,8,1,4,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
517,259,S6,Taxi,3,3,1,1,3,4,3,8,0,2,0,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,0,0,0,90,120,90,90,50,5000,10000,0,0,0,0,0,0,1,1
518,259,S6,Taxi,3,3,1,1,3,4,3,8,0,2,0,1,1,0,1,0,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,90,90,50,5000,10000,0,0,0,0,0,0,1,1
519,260,S6,Bus,4,3,1,0,6,8,2,8,0,1,0,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,0,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
520,260,S6,Bus,4,3,1,0,6,8,2,8,0,1,0,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
521,261,S5,Taxi,3,3,1,1,3,3,3,8,1,2,0,1,1,1,1,1,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
522,261,S7,Taxi,3,3,1,1,3,3,3,8,1,2,0,1,1,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,63,20,25,25,30,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
523,262,S4,VCAT,5,3,1,0,3,5,4,8,1,5,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
524,262,S7,Taxi,3,3,1,0,3,5,4,8,1,5,1,1,1,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,63,20,25,25,30,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
525,263,S1,VCAT,5,3,1,1,6,8,4,8,1,2,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
526,263,S3,VCAT,5,3,1,1,6,8,4,8,1,2,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
527,264,S2,Taxi,3,3,1,1,2,6,4,8,1,4,1,1,0,0,1,0,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,60,53,20,25,25,30,23,0,0,0,10,10,0,0,0,20,20,0,0,0,0,0,0,0,0,120,120,90,90,50,5000,10000,0,0,0,0,0,0,1,1
528,264,S5,VCAT,5,3,1,1,2,6,4,8,1,4,1,1,0,1,0,0,1,21500,52000,66000,19000,34000,16500,42000,66000,15000,34000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,120,120,120,90,40,5000,10000,0,0,0,0,0,0,1,1
529,265,S6,Taxi,3,3,0,1,2,6,4,8,1,4,0,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,0,0,0,90,120,90,90,50,5000,10000,0,0,0,0,0,0,1,1
530,265,S8,VCAT,5,3,0,1,2,6,4,8,1,4,0,1,0,0,0,0,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,63,20,25,25,30,18,0,0,0,10,15,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
531,266,S6,Taxi,3,3,0,0,2,1,4,6,0,2,0,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,0,0,0,90,120,90,90,50,5000,10000,0,0,0,0,0,0,1,1
532,266,S6,Taxi,3,3,0,0,2,1,4,6,0,2,0,1,0,0,1,0,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,90,90,50,5000,10000,0,0,0,0,0,0,1,1
533,267,S1,Bus,4,3,0,1,6,8,4,8,1,2,1,1,0,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
534,267,S3,VCAT,5,3,0,1,6,8,4,8,1,2,1,1,0,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
535,268,S5,Taxi,3,3,0,0,2,1,4,8,0,2,0,1,0,1,1,1,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
536,268,S7,Taxi,3,3,0,0,2,1,4,8,0,2,0,1,0,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,63,20,25,25,30,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
537,269,S5,Car,2,3,1,0,5,8,3,7,0,2,1,1,1,1,1,1,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
538,269,S1,Motorbike,1,3,1,0,5,8,3,7,0,2,1,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
539,270,S5,Car,2,3,1,1,5,1,4,8,1,2,1,1,0,1,1,1,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
540,270,S6,Car,2,3,1,1,5,1,4,8,1,2,1,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
541,271,S6,Bus,4,3,1,0,2,1,4,8,1,4,0,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,0,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
542,271,S6,Bus,4,3,1,0,2,1,4,8,1,4,0,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
543,272,S3,Motorbike,1,3,0,0,2,1,4,8,1,3,1,1,0,0,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,58,20,25,25,30,23,0,0,0,15,15,0,0,0,20,20,0,0,0,0,0,0,0,0,120,120,120,120,40,5000,10000,0,0,0,0,0,0,1,1
544,272,S3,Motorbike,1,3,0,0,2,1,4,8,1,3,1,1,0,0,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,58,20,25,25,30,23,0,0,0,15,15,0,0,0,20,20,0,0,0,0,0,10,10,0,120,120,120,120,40,5000,10000,0,0,0,0,0,0,1,1
545,273,S6,Bus,4,3,0,0,6,1,4,4,0,1,0,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,0,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
546,273,S6,Bus,4,3,0,0,6,1,4,4,0,1,0,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
547,274,S4,VCAT,5,3,0,1,6,2,4,8,0,1,1,1,0,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
548,274,S7,Bus,4,3,0,1,5,2,4,8,0,1,1,1,0,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,63,20,25,25,30,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
549,275,S6,VCAT,5,3,0,1,6,2,1,8,1,2,1,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,0,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
550,275,S6,Bus,4,3,0,1,5,2,1,8,1,2,1,1,0,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
551,276,S4,VCAT,5,3,1,0,2,2,4,8,1,2,0,1,0,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
552,276,S4,VCAT,5,3,1,0,2,2,4,8,1,2,0,1,0,1,1,1,0,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,10,10,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
553,277,S7,Bus,4,3,0,1,2,1,4,6,1,3,1,1,0,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,58,20,25,25,30,18,0,0,0,15,15,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
554,277,S7,Bus,4,3,0,1,2,1,4,6,1,3,1,1,0,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,63,20,25,25,30,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
555,278,S7,Bus,4,3,0,1,6,2,2,8,1,3,1,1,0,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,58,20,25,25,30,18,0,0,0,15,15,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
556,278,S7,Bus,4,3,0,1,6,2,2,8,1,3,1,1,0,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,63,20,25,25,30,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
557,279,S4,VCAT,5,3,0,0,2,8,4,1,0,1,0,1,0,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
558,279,S7,Bus,4,3,0,0,2,8,4,1,0,1,0,1,0,0,0,1,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,63,20,25,25,30,18,0,0,0,15,15,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,120,50,5000,10000,0,0,0,0,0,0,1,1
559,280,S4,VCAT,5,1,1,1,4,1,4,4,0,5,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
560,280,S4,VCAT,5,1,1,1,4,1,4,4,0,5,1,1,1,1,1,1,0,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,10,10,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
561,281,S6,VCAT,5,1,1,1,4,1,4,3,1,5,1,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,0,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
562,281,S8,VCAT,5,1,1,1,4,1,4,3,1,5,1,1,1,0,0,0,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,63,20,25,25,30,18,0,0,0,10,15,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
563,282,S6,VCAT,5,1,1,1,6,1,4,4,1,3,1,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,0,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
564,282,S8,VCAT,5,1,1,1,6,1,4,4,1,3,1,1,1,0,0,0,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,63,20,25,25,30,18,0,0,0,10,15,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
565,283,S1,VCAT,5,1,0,0,2,6,2,8,0,4,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
566,283,S3,Car,2,1,0,0,2,6,2,8,0,4,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
567,284,S1,Car,2,1,0,1,3,5,3,3,0,4,0,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
568,284,S3,Car,2,1,0,1,3,5,3,3,0,4,0,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
569,285,S5,Car,2,1,1,0,2,1,3,4,1,5,1,1,1,1,1,1,1,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,75,53,20,25,25,30,18,0,0,0,15,10,0,0,0,20,15,0,10,10,10,10,0,0,0,120,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
570,285,S6,Car,2,1,1,0,2,1,3,4,1,5,1,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,10,10,0,120,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
571,286,S1,Bus,4,1,0,0,2,6,2,5,1,5,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
572,286,S2,Bus,4,1,0,0,2,6,2,5,1,5,1,1,1,0,1,0,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,60,48,20,25,25,30,23,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
573,287,S1,VCAT,5,1,1,0,2,5,3,6,1,4,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
574,287,S2,Bus,4,1,1,0,2,5,3,6,1,4,1,1,1,0,1,0,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,60,48,20,25,25,30,23,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
575,288,S1,Bus,4,1,0,0,2,6,3,6,1,3,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
576,288,S2,Bus,4,1,0,0,2,6,3,6,1,3,1,1,1,0,1,0,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,60,48,20,25,25,30,23,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
577,289,S1,VCAT,5,1,1,1,3,2,4,8,1,5,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
578,289,S2,Bus,4,1,1,1,3,2,4,8,1,5,1,1,1,0,1,0,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,60,48,20,25,25,30,23,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
579,290,S1,VCAT,5,1,0,0,2,6,2,6,1,5,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
580,290,S2,Bus,4,1,0,0,2,6,2,6,1,5,1,1,1,0,1,0,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,60,48,20,25,25,30,23,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
581,291,S1,VCAT,5,1,0,0,2,6,2,5,1,3,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,0
582,291,S2,Bus,4,1,0,0,2,6,2,5,1,3,1,1,1,0,1,0,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,60,48,20,25,25,30,23,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,90,50,5000,10000,0,0,0,0,0,0,1,1
583,292,S1,VCAT,5,1,1,0,2,6,2,6,1,5,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
584,292,S3,Taxi,3,1,1,0,2,6,2,6,1,5,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
585,293,S1,VCAT,5,1,1,0,2,6,2,4,0,4,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
586,293,S3,VCAT,5,1,1,0,2,6,2,4,0,4,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
587,294,S1,Bus,4,1,0,0,2,6,2,6,1,4,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
588,294,S3,Taxi,3,1,0,0,2,6,2,6,1,4,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
589,295,S6,Bus,4,1,1,1,3,1,4,4,1,4,1,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,58,20,25,25,30,18,0,0,0,10,10,0,0,0,20,20,0,10,10,10,10,0,0,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
590,295,S6,Bus,4,1,1,1,3,1,4,4,1,4,1,1,1,0,1,0,0,21500,52000,66000,19000,34000,16500,42000,66000,19000,34000,20,35,35,70,53,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,10,10,10,10,10,10,0,90,120,120,90,50,5000,10000,0,0,0,0,0,0,1,1
591,296,S1,VCAT,5,1,1,1,2,5,3,3,1,2,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
592,296,S3,VCAT,5,1,1,1,2,5,3,3,1,2,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
593,297,S1,Car,2,1,0,1,3,1,3,2,0,1,1,1,1,1,1,1,1,21500,52000,66000,19000,29000,16500,42000,66000,19000,29000,20,25,25,60,43,20,25,25,30,18,0,0,0,10,10,0,0,0,20,15,0,0,0,0,0,0,0,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
594,297,S3,VCAT,5,1,0,1,3,1,3,2,0,1,1,1,1,1,0,1,0,21500,52000,66000,19000,29000,16500,42000,66000,15000,29000,20,25,25,65,53,20,25,25,30,23,0,0,0,15,15,0,0,0,20,15,0,0,0,0,0,10,10,0,90,90,90,120,40,5000,10000,0,0,0,0,0,0,1,1
