No,ID,Scenario,Mode,Choice,Gender,Age,Marital,Nationality,Career1,Career,Education,VehOwner,VehOwner1,CarOwner,DrLicense,IndMotor,Hmotor,IndCar,Hcar,Hmem,Hinc,Hinc1,AirClass,AccTraveler,Partysize,TripPose1,TripPose,HandBag,CheckBag,TripDuration,TimeTraveled,TripOrigin,Distance,Samemode,TravelCost,InVehTime,Timesaving,NoTransfer, Userfriendly,Reasonable,Punctual,Safety,Comfort, Rapid, Convenience,Accessible,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT,Weacon_MT,Weacon_Car,Weacon_Taxi,Weacon_Bus,Weacon_VCAT,FlightCheck_MT,FlightCheck_Car,FlightCheck_Taxi,FlightCheck_Bus,FlightCheck_VCAT,SP_TripMT,SP_TripCar,SP_TripTaxi,SP_TripBus,SP_TripVCAT,SP_LugMT,SP_LugCar,SP_LugTaxi,SP_LugBus,SP_LugVCAT,SP_AccMT,SP_AccCar,SP_AccTaxi,SP_AccBus,SP_AccVCAT, ITC , PF ,TTC,IVT,AC,WT,STM,NF,DL,WC,FS,TPS,NLG,AT
564,282,S8,VCAT,5,1,5,0,0,1,1,3,1,1,1,1,1,1,1,1,3,3,4,1,4,5,2,3,1,1,4,5,1,10,2,3,3,5,5,5,5,5,5,5,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"34,000",0,103,23,15,15,50,1,0,0,1,1,0,0
565,283,S1,VCAT,5,0,2,1,0,5,4,1,0,2,1,0,0,0,0,0,4,6,8,1,1,3,3,4,0,1,1,4,1,25,2,4,2,5,5,5,5,5,5,5,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
566,283,S3,Car,2,0,2,1,0,5,4,1,0,2,1,0,0,0,0,0,4,6,8,1,1,3,3,4,0,1,1,4,1,25,2,4,2,5,5,5,5,5,5,5,5,5,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"42,000","10,000",115,25,0,0,90,0,0,0,0,1,1,1
567,284,S1,Car,2,0,3,0,0,3,3,2,0,0,0,1,1,1,0,0,4,2,3,1,1,2,2,2,2,1,3,1,3,60,0,3,3,5,5,4,5,5,5,4,5,5,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"42,000","10,000",115,25,0,0,90,0,0,0,0,0,1,0
568,284,S3,Car,2,0,3,0,0,3,3,2,0,0,0,1,1,1,0,0,4,2,3,1,1,2,2,2,2,1,3,1,3,60,0,3,3,5,5,4,5,5,5,4,5,5,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"42,000","10,000",115,25,0,0,90,0,0,0,0,1,1,1
569,285,S5,Car,2,1,2,1,0,1,1,2,1,1,1,1,0,0,2,3,5,3,4,1,1,5,2,2,1,1,2,1,1,10,2,3,2,5,4,5,5,4,5,4,4,5,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"42,000","10,000",125,25,0,0,90,0,10,1,0,0,1,0
570,285,S7,Car,2,1,2,1,0,1,1,2,1,1,1,1,0,0,2,3,5,3,4,1,1,5,2,2,1,1,2,1,1,10,2,3,2,5,4,5,5,4,5,4,4,5,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"42,000","10,000",125,25,0,0,90,0,10,0,0,1,1,1
571,286,S1,Bus,4,0,2,1,0,5,4,1,1,1,1,1,1,1,1,2,5,4,5,1,3,5,2,3,1,1,5,1,1,12,2,3,2,4,5,4,5,5,5,4,5,5,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,150,150,150,150,150,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"19,000",0,150,30,10,20,90,11,0,0,0,0,1,0
572,286,S3,Bus,4,0,2,1,0,5,4,1,1,1,1,1,1,1,1,2,5,4,5,1,3,5,2,3,1,1,5,1,1,12,2,3,2,4,5,4,5,5,5,4,5,5,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
573,287,S1,VCAT,5,1,2,1,0,3,3,2,1,1,1,1,0,0,1,3,4,5,6,1,3,3,3,5,1,0,3,2,1,6,2,3,2,5,5,5,5,5,4,5,5,4,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
574,287,S3,Bus,4,1,2,1,0,3,3,2,1,1,1,1,0,0,1,3,4,5,6,1,3,3,3,5,1,0,3,2,1,6,2,3,2,5,5,5,5,5,4,5,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
575,288,S1,Bus,4,0,2,1,0,5,4,2,1,1,1,1,0,0,1,3,3,5,6,1,3,4,2,3,2,1,5,2,1,7,2,3,3,4,5,4,5,5,5,4,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,150,150,150,150,150,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"19,000",0,150,30,10,20,90,11,0,0,0,0,1,0
576,288,S3,Bus,4,0,2,1,0,5,4,2,1,1,1,1,0,0,1,3,3,5,6,1,3,4,2,3,2,1,5,2,1,7,2,3,3,4,5,4,5,5,5,4,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
577,289,S1,VCAT,5,1,3,0,0,2,2,3,1,1,1,1,0,0,2,4,5,6,8,1,2,3,3,4,1,0,4,2,1,5,2,3,2,5,4,5,4,4,5,5,5,4,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
578,289,S3,Bus,4,1,3,0,0,2,2,3,1,1,1,1,0,0,2,4,5,6,8,1,2,3,3,4,1,0,4,2,1,5,2,3,2,5,4,5,4,4,5,5,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
579,290,S1,VCAT,5,0,2,1,0,5,4,1,1,1,1,1,0,0,1,4,5,5,6,1,1,5,2,3,1,0,5,2,1,17,1,2,5,5,4,5,4,5,4,5,5,4,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
580,290,S3,Bus,4,0,2,1,0,5,4,1,1,1,1,1,0,0,1,4,5,5,6,1,1,5,2,3,1,0,5,2,1,17,1,2,5,5,4,5,4,5,4,5,5,4,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
581,291,S1,VCAT,5,0,2,1,0,5,4,1,1,1,1,1,0,0,1,2,3,4,5,1,2,3,2,3,1,0,2,2,1,12,2,3,4,4,5,4,4,4,5,5,4,5,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
582,291,S3,Bus,4,0,2,1,0,5,4,1,1,1,1,1,0,0,1,2,3,4,5,1,2,3,2,3,1,0,2,2,1,12,2,3,4,4,5,4,4,4,5,5,4,5,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
583,292,S1,VCAT,5,1,2,1,0,5,4,1,1,1,1,1,0,0,1,4,5,5,6,1,4,5,2,3,1,0,5,2,1,10,2,3,4,5,5,5,4,5,5,5,5,4,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
584,292,S3,Taxi,3,1,2,1,0,5,4,1,1,1,1,1,0,0,1,4,5,5,6,1,4,5,2,3,1,0,5,2,1,10,2,3,4,5,5,5,4,5,5,5,5,4,4,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"66,000",0,115,25,0,0,90,0,0,0,0,1,1,1
585,293,S1,VCAT,5,1,2,1,0,5,4,1,1,1,0,1,1,4,0,0,4,3,4,1,1,5,2,3,2,1,5,2,1,8,2,1,4,5,5,5,4,5,4,5,4,4,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
586,293,S3,VCAT,5,1,2,1,0,5,4,1,1,1,0,1,1,4,0,0,4,3,4,1,1,5,2,3,2,1,5,2,1,8,2,1,4,5,5,5,4,5,4,5,4,4,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,98,23,15,20,40,1,0,0,1,1,1,1
587,294,S1,Bus,4,0,2,1,0,5,4,1,1,1,1,1,0,0,1,4,4,5,6,1,3,5,2,3,1,0,5,1,1,14,2,2,5,4,5,4,5,4,5,5,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,150,150,150,150,150,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"19,000",0,150,30,10,20,90,11,0,0,0,0,1,0
588,294,S3,Taxi,3,0,2,1,0,5,4,1,1,1,1,1,0,0,1,4,4,5,6,1,3,5,2,3,1,0,5,1,1,14,2,2,5,4,5,4,5,4,5,5,5,4,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"66,000",0,115,25,0,0,90,0,0,0,0,1,1,1
589,295,S6,Bus,4,1,3,0,0,1,1,3,1,1,1,1,0,0,1,2,4,3,4,1,1,2,2,2,1,0,3,2,1,4,2,2,4,4,5,4,5,4,5,5,5,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,155,155,155,155,155,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"19,000",0,155,30,15,20,90,11,0,1,0,0,0,1
590,295,S8,Bus,4,1,3,0,0,1,1,3,1,1,1,1,0,0,1,2,4,3,4,1,1,2,2,2,1,0,3,2,1,4,2,2,4,4,5,4,5,4,5,5,5,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"19,000",0,195,30,15,20,120,11,10,0,0,1,0,0
591,296,S1,VCAT,5,1,2,0,0,3,3,2,1,1,1,0,1,3,1,2,2,2,3,1,2,2,3,5,1,2,4,2,1,3,2,1,1,3,3,4,4,4,4,4,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
592,296,S3,VCAT,5,1,2,0,0,3,3,2,1,1,1,0,1,3,1,2,2,2,3,1,2,2,3,5,1,2,4,2,1,3,2,1,1,3,3,4,4,4,4,4,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,98,23,15,20,40,1,0,0,1,1,1,1
593,297,S1,Car,2,0,3,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,2,1,1,3,3,5,1,1,3,3,1,7,0,3,2,3,5,3,4,5,4,3,2,2,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"42,000","10,000",115,25,0,0,90,0,0,0,0,0,1,0
594,297,S3,VCAT,5,0,3,0,0,1,1,2,1,1,1,1,0,0,0,0,1,1,2,1,1,3,3,5,1,1,3,3,1,7,0,3,2,3,5,3,4,5,4,3,2,2,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,98,23,15,20,40,1,0,0,1,1,1,1
595,298,S1,VCAT,5,0,3,0,0,1,1,3,1,1,1,1,1,1,1,1,5,4,5,1,3,3,2,2,1,1,4,4,1,13,1,3,2,3,3,3,4,4,5,4,3,4,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
596,298,S3,Car,2,0,3,0,0,1,1,3,1,1,1,1,1,1,1,1,5,4,5,1,3,3,2,2,1,1,4,4,1,13,1,3,2,3,3,3,4,4,5,4,3,4,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"42,000","10,000",145,25,0,0,120,0,0,1,0,1,0,0
597,299,S1,VCAT,5,0,2,1,0,5,4,1,1,1,1,1,0,0,1,2,3,5,6,1,4,4,2,3,1,0,5,2,1,10,2,1,4,4,4,5,5,5,4,5,4,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
598,299,S3,Bus,4,0,2,1,0,5,4,1,1,1,1,1,0,0,1,2,3,5,6,1,4,4,2,3,1,0,5,2,1,10,2,1,4,4,4,5,5,5,4,5,4,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
599,300,S6,VCAT,5,1,2,0,1,4,0,2,1,1,1,1,1,3,1,2,3,2,3,1,0,3,3,4,1,3,4,1,1,80,0,2,5,3,3,3,4,5,5,5,5,4,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"34,000",0,98,18,10,20,50,1,0,1,1,0,0,1
600,300,S8,VCAT,5,1,2,0,1,4,0,2,1,1,1,1,1,3,1,2,3,2,3,1,0,3,3,4,1,3,4,1,1,80,0,2,5,3,3,3,4,5,5,5,5,4,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"34,000",0,103,23,15,15,50,1,0,0,1,1,0,0
601,301,S6,VCAT,5,1,3,0,1,2,0,2,1,1,0,1,0,0,1,1,2,5,6,1,0,3,1,1,1,0,5,2,1,10,2,1,4,4,5,4,5,5,5,4,5,4,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"34,000",0,98,18,10,20,50,1,0,1,1,0,0,1
602,301,S8,Bus,4,1,3,0,1,2,0,2,1,1,0,1,0,0,1,1,2,5,6,1,0,3,1,1,1,0,5,2,1,10,2,1,4,4,5,4,5,5,5,4,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"19,000",0,195,30,15,20,120,11,10,0,0,1,0,0
603,302,S5,VCAT,5,0,2,1,1,5,4,2,1,1,0,1,0,0,1,4,5,6,7,1,0,3,2,3,1,0,4,2,2,8,2,4,3,5,4,4,5,5,4,5,5,4,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
604,302,S7,Bus,4,0,2,1,1,5,4,2,1,1,0,1,0,0,1,4,5,6,7,1,0,3,2,3,1,0,4,2,2,8,2,4,3,5,4,4,5,5,4,5,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,165,30,15,20,90,11,10,0,0,1,1,1
605,303,S5,VCAT,5,1,3,0,1,2,2,3,1,1,0,1,0,0,2,4,3,6,8,1,0,3,2,2,1,0,2,2,2,3,2,3,2,5,4,5,4,5,4,5,4,5,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
606,303,S7,VCAT,5,1,3,0,1,2,2,3,1,1,0,1,0,0,2,4,3,6,8,1,0,3,2,2,1,0,2,2,2,3,2,3,2,5,4,5,4,5,4,5,4,5,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"34,000",0,103,18,15,20,50,1,0,0,1,1,1,1
607,304,S2,Bus,4,0,2,1,1,3,3,2,1,1,1,1,0,0,0,0,2,5,6,1,1,3,3,4,1,1,3,5,2,7,0,6,3,5,3,4,5,5,5,5,4,4,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"19,000",0,180,30,10,20,120,11,0,1,0,0,0,1
