No,ID,Scenario,Mode,Choice,Nationality,Gender,Age,Job,IndMotor,Hmotor,IndCar,Hcar,Hmem,Hinc,AirClass,FreTravel,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT,Weacon_MT,Weacon_Car,Weacon_Taxi,Weacon_Bus,Weacon_VCAT,FlightCheck_MT,FlightCheck_Car,FlightCheck_Taxi,FlightCheck_Bus,FlightCheck_VCAT,TripMT,TripCar,TripTaxi,TripBus,TripVCAT,LugMT,LugCar,LugTaxi,LugBus,LugVCAT,AccmMT,AccmCar,AccmTaxi,AccmBus,AccmVCAT,TPS,NLG,AT
866,433,S3,VCAT,5,0,0,2,1,1,3,0,2,2,2,1,2,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
867,434,S5,VCAT,5,0,1,2,1,1,0,0,0,2,1,1,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
868,434,S7,VCAT,5,0,1,2,1,1,0,0,0,2,1,1,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
869,435,S6,Motorbike,1,0,1,3,1,1,3,2,2,5,2,1,2,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,110,110,110,110,110,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,5000,5000,5000,5000,5000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
870,435,S8,Car,2,0,1,3,1,1,3,2,2,5,2,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,155,155,155,155,155,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
871,436,S1,Bus,4,0,1,3,1,0,0,0,0,5,1,1,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,150,150,150,150,150,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
872,436,S3,VCAT,5,0,1,3,1,0,0,0,0,5,1,1,2,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
873,437,S1,Taxi,3,0,1,3,1,0,0,0,1,4,1,1,3,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
874,437,S3,Car,2,0,1,3,1,0,0,0,1,4,1,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
875,438,S5,Car,2,0,0,3,1,0,0,0,0,5,2,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
876,438,S7,VCAT,5,0,0,3,1,0,0,0,0,5,2,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
877,439,S5,Car,2,0,0,3,1,0,0,4,4,4,2,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
878,439,S7,VCAT,5,0,0,3,1,0,0,4,4,4,2,1,3,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
879,440,S5,Bus,4,0,0,2,1,0,0,0,0,3,1,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
880,440,S7,Bus,4,0,0,2,1,0,0,0,0,3,1,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
881,441,S5,Car,2,0,0,2,1,0,0,1,2,5,1,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
882,441,S7,Car,2,0,0,2,1,0,0,1,2,5,1,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
883,442,S5,Bus,4,0,1,3,1,1,1,1,1,4,2,1,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
884,442,S7,Bus,4,0,1,3,1,1,1,1,1,4,2,1,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
885,443,S5,Car,2,0,0,2,1,0,0,1,1,5,1,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
886,443,S7,Car,2,0,0,2,1,0,0,1,1,5,1,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
887,444,S5,Car,2,0,1,3,7,1,1,0,0,3,1,1,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
888,444,S7,VCAT,5,0,1,3,7,1,1,0,0,3,1,1,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
889,445,S5,Car,2,0,1,3,1,0,0,0,0,3,1,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
890,445,S7,VCAT,5,0,1,3,1,0,0,0,0,3,1,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
891,446,S5,VCAT,5,0,0,3,1,1,1,1,1,4,1,1,3,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
892,446,S7,VCAT,5,0,0,3,1,1,1,1,1,4,1,1,3,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
893,447,S1,VCAT,5,0,0,2,1,1,1,1,1,5,1,1,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
894,447,S3,VCAT,5,0,0,2,1,1,1,1,1,5,1,1,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
895,448,S5,VCAT,5,0,0,2,1,0,0,1,3,3,1,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
896,448,S7,VCAT,5,0,0,2,1,0,0,1,3,3,1,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
897,449,S5,Bus,4,0,0,2,1,0,0,0,0,2,1,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
898,449,S7,Bus,4,0,0,2,1,0,0,0,0,2,1,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
899,450,S5,Car,2,0,0,2,1,0,0,0,0,4,2,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
900,450,S7,Car,2,0,0,2,1,0,0,0,0,4,2,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
901,451,S5,VCAT,5,0,0,4,1,1,1,0,0,4,1,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
902,451,S7,Bus,4,0,0,4,1,1,1,0,0,4,1,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
903,452,S1,Car,2,0,0,3,1,3,2,3,3,5,3,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
904,452,S3,Car,2,0,0,3,1,3,2,3,3,5,3,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
905,453,S5,Car,2,0,1,3,1,1,1,1,1,4,1,1,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
906,453,S7,VCAT,5,0,1,3,1,1,1,1,1,4,1,1,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
907,454,S6,VCAT,5,0,1,2,3,1,3,1,4,4,2,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
908,454,S8,Bus,4,0,1,2,3,1,3,1,4,4,2,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
909,455,S6,VCAT,5,0,1,2,1,1,1,0,0,5,1,1,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
910,455,S8,VCAT,5,0,1,2,1,1,1,0,0,5,1,1,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
911,456,S5,Car,2,0,1,2,1,0,1,0,1,5,3,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
912,456,S7,VCAT,5,0,1,2,1,0,1,0,1,5,3,1,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
913,457,S1,Car,2,0,0,2,1,1,4,0,0,5,2,1,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
914,457,S3,VCAT,5,0,0,2,1,1,4,0,0,5,2,1,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
915,458,S5,Bus,4,0,1,3,1,1,1,0,0,4,1,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
916,458,S7,Bus,4,0,1,3,1,1,1,0,0,4,1,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
917,459,S1,Car,2,0,1,2,1,1,1,1,1,4,2,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
918,459,S3,Car,2,0,1,2,1,1,1,1,1,4,2,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
919,460,S5,Motorbike,1,0,1,3,1,0,0,0,0,5,1,1,3,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,140,140,140,140,140,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,5000,5000,5000,5000,5000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
920,460,S7,Motorbike,1,0,1,3,1,0,0,0,0,5,1,1,3,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,140,140,140,140,140,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
921,461,S2,Bus,4,0,1,3,1,0,2,0,0,2,1,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
922,461,S4,Car,2,0,1,3,1,0,2,0,0,2,1,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
923,462,S2,VCAT,5,0,1,3,1,3,3,1,1,5,2,1,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
924,462,S4,VCAT,5,0,1,3,1,3,3,1,1,5,2,1,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
925,463,S6,VCAT,5,0,1,3,1,1,1,0,0,3,1,1,3,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
926,463,S8,Bus,4,0,1,3,1,1,1,0,0,3,1,1,3,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
927,464,S6,VCAT,5,0,0,2,1,0,0,5,5,5,1,0,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
928,464,S8,Bus,4,0,0,2,1,0,0,5,5,5,1,0,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
929,465,S1,Car,2,0,0,3,1,0,1,0,2,4,2,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
