No,SC,ID,MODE,Choice,Gender,Nat,Age,Job,Edu,Hinc,Hcar,DEP,TPP,LUG,ACCM,WCON,DMale,DFemale,Dvien,DNVien,DFNer,Cost_MT,Cost_Car,Cost_Taxi,Cost_Bus,Cost_VCAT,Park_MT,Park_Car,Park_Taxi,Park_Bus,Park_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Acctime_MT,Acctime_Car,Acctime_Taxi,Acctime_Bus,Acctime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,Trans_MT,Trans_Car,Trans_Taxi,Trans_Bus,Trans_VCAT,WC_MT,WC_Car,WC_Taxi,WC_Bus,WC_VCAT,ChIn_MT,ChIn_Car,ChIn_Taxi,ChIn_Bus,ChIn_VCAT
775,S5,388,Airport Bus,4,1,1,2,6,2,7,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
776,S7,388,Airport Bus,4,1,1,2,6,2,7,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
777,S5,389,Airport Limousine Bus,5,2,3,3,4,3,6,1,1,1,1,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
778,S7,389,Airport Bus,4,2,3,3,4,3,6,1,1,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
779,S5,390,Airport Limousine Bus,5,1,3,1,1,3,3,0,1,1,1,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
780,S7,390,Airport Limousine Bus,5,1,3,1,1,3,3,0,1,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
781,S5,391,Airport Limousine Bus,5,2,3,2,5,4,8,1,2,1,1,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
782,S7,391,Motorbike,1,2,3,2,5,4,8,1,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0
783,S1,392,Airport Limousine Bus,5,2,1,3,1,3,4,0,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
784,S3,392,Airport Limousine Bus,5,2,1,3,1,3,4,0,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
785,S2,393,Airport Bus,4,1,1,3,1,3,4,1,1,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
786,S4,393,Airport Bus,4,1,1,3,1,3,4,1,1,2,2,1,1,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
787,S2,394,Airport Limousine Bus,5,2,1,2,5,4,6,1,1,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
788,S4,394,Airport Bus,4,2,1,2,5,4,6,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
789,S1,395,Airport Bus,4,1,1,3,5,3,5,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
790,S3,395,Airport Bus,4,1,1,3,5,3,5,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
791,S1,396,Airport Limousine Bus,5,1,1,4,5,4,6,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
792,S3,396,Airport Limousine Bus,5,1,1,4,5,4,6,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
793,S1,397,Airport Limousine Bus,5,2,1,3,2,4,8,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
794,S3,397,Airport Limousine Bus,5,2,1,3,2,4,8,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
795,S2,398,Private Car,2,2,2,1,6,3,5,0,1,1,2,2,2,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
796,S4,398,Private Car,2,2,2,1,6,3,5,0,1,2,2,1,1,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
797,S1,399,Private Car,2,1,1,2,6,3,1,1,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
798,S3,399,Airport Limousine Bus,5,1,1,2,6,3,1,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
799,S1,400,Airport Bus,4,1,2,2,6,3,1,0,2,1,1,1,2,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
800,S3,400,Airport Bus,4,1,2,2,6,3,1,0,2,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
801,S5,401,Taxi,3,1,1,2,6,3,1,0,2,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
802,S7,401,Taxi,3,1,1,2,6,3,1,0,2,2,1,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
803,S6,402,Airport Limousine Bus,5,1,1,2,6,3,2,0,1,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
804,S8,402,Airport Limousine Bus,5,1,1,2,6,3,2,0,1,2,2,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
805,S5,403,Taxi,3,2,1,2,6,2,3,0,2,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
806,S7,403,Taxi,3,2,1,2,6,2,3,0,2,2,1,2,1,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
807,S6,404,Airport Limousine Bus,5,1,1,4,3,2,8,0,2,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
808,S8,404,Airport Limousine Bus,5,1,1,4,3,2,8,0,2,2,2,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
809,S1,405,Private Car,2,1,1,2,6,1,5,0,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
810,S3,405,Taxi,3,1,1,2,6,1,5,0,1,2,1,2,1,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
811,S1,406,Airport Limousine Bus,5,2,2,2,6,3,3,0,1,1,1,1,2,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
812,S3,406,Airport Limousine Bus,5,2,2,2,6,3,3,0,1,2,1,2,2,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
813,S2,407,Airport Bus,4,2,1,2,5,3,3,1,1,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
814,S4,407,Airport Bus,4,2,1,2,5,3,3,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
815,S5,408,Private Car,2,2,1,2,5,3,3,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
816,S7,408,Private Car,2,2,1,2,5,3,3,1,1,2,1,2,1,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
817,S6,409,Airport Bus,4,1,1,5,1,3,1,0,1,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
818,S8,409,Airport Bus,4,1,1,5,1,3,1,0,1,2,2,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
819,S6,410,Airport Limousine Bus,5,2,1,4,5,4,8,1,1,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
820,S8,410,Airport Limousine Bus,5,2,1,4,5,4,8,1,1,2,2,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
821,S5,411,Taxi,3,2,1,2,6,2,6,0,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
822,S7,411,Airport Limousine Bus,5,2,1,2,6,2,6,0,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
823,S6,412,Airport Limousine Bus,5,2,1,2,6,1,4,0,1,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
824,S8,412,Airport Bus,4,2,1,2,6,1,4,0,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
825,S5,413,Private Car,2,1,3,3,5,4,7,1,1,1,1,1,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
826,S7,413,Taxi,3,1,3,3,5,4,7,1,1,2,1,2,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
827,S5,414,Private Car,2,1,2,2,6,3,4,0,2,1,1,1,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
828,S7,414,Airport Bus,4,1,2,2,6,3,4,0,2,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
829,S5,415,Airport Bus,4,2,3,2,5,3,5,1,2,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
830,S7,415,Airport Limousine Bus,5,2,3,2,5,3,5,1,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
831,S5,416,Airport Limousine Bus,5,1,3,1,6,2,1,0,2,1,1,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
832,S7,416,Airport Bus,4,1,3,1,6,2,1,0,2,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
833,S5,417,Airport Limousine Bus,5,2,3,3,1,4,7,1,2,1,1,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
834,S7,417,Airport Limousine Bus,5,2,3,3,1,4,7,1,2,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
835,S5,418,Airport Bus,4,1,3,4,4,4,5,1,2,1,1,1,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
836,S7,418,Airport Bus,4,1,3,4,4,4,5,1,2,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
837,S5,419,Airport Limousine Bus,5,1,3,5,4,3,5,1,2,1,1,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
838,S7,419,Airport Limousine Bus,5,1,3,5,4,3,5,1,2,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
839,S5,420,Taxi,3,2,2,2,3,2,3,0,1,1,1,1,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
840,S7,420,Airport Limousine Bus,5,2,2,2,3,2,3,0,1,2,1,2,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
841,S5,421,Airport Bus,4,2,1,2,5,3,4,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
842,S7,421,Airport Bus,4,2,1,2,5,3,4,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
843,S5,422,Airport Bus,4,1,2,3,5,4,4,1,1,1,1,1,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
844,S7,422,Airport Limousine Bus,5,1,2,3,5,4,4,1,1,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
845,S5,423,Airport Limousine Bus,5,1,1,3,1,4,3,1,2,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
846,S7,423,Airport Limousine Bus,5,1,1,3,1,4,3,1,2,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
847,S5,424,Airport Limousine Bus,5,1,1,3,2,4,8,1,1,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
848,S7,424,Airport Bus,4,1,1,3,2,4,8,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
849,S6,425,Airport Limousine Bus,5,1,1,1,6,1,4,1,1,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
850,S8,425,Airport Limousine Bus,5,1,1,1,6,1,4,1,1,2,2,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
851,S6,426,Motorbike,1,1,1,2,6,1,1,0,1,1,2,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0
852,S8,426,Private Car,2,1,1,2,6,1,1,0,1,2,2,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
853,S5,427,Airport Limousine Bus,5,1,3,2,6,3,1,1,2,1,1,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
854,S7,427,Airport Limousine Bus,5,1,3,2,6,3,1,1,2,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
855,S6,428,Airport Bus,4,1,1,2,6,3,4,0,2,1,2,2,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
856,S8,428,Airport Bus,4,1,1,2,6,3,4,0,2,2,2,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
857,S6,429,Taxi,3,2,1,1,6,1,1,0,1,1,2,2,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
858,S8,429,Private Car,2,2,1,1,6,1,1,0,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
859,S5,430,Airport Limousine Bus,5,1,1,3,1,4,3,1,1,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
