No,Scenarios,ScenarioNumber,GroupID,IndID,MODE,TripPur_SP,ChkLug,Accomp,Cost_MT,Cost_Car,Cost_Taxi,Cost_Bus,Cost_VCAT,Park_MT,Park_Car,Park_Taxi,Park_Bus,Park_VCAT,VehTime_MT,VehTime_Car,VehTime_Taxi,VehTime_Bus,VehTime_VCAT,AccTime_MT,AccTime_Car,AccTime_Taxi,AccTime_Bus,AccTime_VCAT,WTime_MT,WTime_Car,WTime_Taxi,WTime_Bus,WTime_VCAT,SafeTime_MT,SafeTime_Car,SafeTime_Taxi,SafeTime_Bus,SafeTime_VCAT,Trans_MT,Trans_Car,Trans_Taxi,Trans_Bus,Trans_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,WC_MT,WC_Car,WC_Taxi,WC_Bus,WC_VCAT,ChkIn_MT,ChkIn_Car,ChkIn_Taxi,ChkIn_Bus,ChkIn_VCAT
62,S4,4,2,31,limousine bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
63,S2,2,2,32,car,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
64,S4,4,2,32,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
65,S2,2,2,33,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
66,S4,4,2,33,car,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
67,S2,2,2,34,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
68,S4,4,2,34,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
69,S2,2,2,35,car,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
70,S4,4,2,35,taxi,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
71,S2,2,2,36,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
72,S4,4,2,36,car,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
73,S2,2,2,37,airport bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
74,S4,4,2,37,taxi,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
75,S5,5,3,38,taxi,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
76,S7,7,3,38,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
77,S2,2,2,39,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
78,S4,4,2,39,taxi,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
79,S2,2,2,40,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
80,S4,4,2,40,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
81,S2,2,2,41,taxi,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
82,S4,4,2,41,taxi,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
83,S2,2,2,42,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
84,S4,4,2,42,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
85,S2,2,2,43,airport bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
86,S4,4,2,43,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
87,S2,2,2,44,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
88,S4,4,2,44,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
89,S5,5,3,45,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
90,S7,7,3,45,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
91,S5,5,3,46,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
92,S7,7,3,46,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
93,S2,2,2,47,car,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
94,S4,4,2,47,limousine bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
95,S5,5,3,48,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
96,S7,7,3,48,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
97,S5,5,3,49,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
98,S7,7,3,49,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
99,S5,5,3,50,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
100,S7,7,3,50,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
101,S5,5,3,51,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
102,S7,7,3,51,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
103,S2,2,2,52,airport bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
104,S4,4,2,52,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
105,S5,5,3,53,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
106,S7,7,3,53,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
107,S5,5,3,54,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
108,S7,7,3,54,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
109,S5,5,3,55,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
110,S7,7,3,55,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
111,S2,2,2,56,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
112,S4,4,2,56,car,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
113,S5,5,3,57,car,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
114,S7,7,3,57,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
115,S5,5,3,58,limousine bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
116,S7,7,3,58,limousine bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
117,S2,2,2,59,airport bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
118,S4,4,2,59,airport bus,non-business,No check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,20,120,120,120,120,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
119,S5,5,3,60,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
120,S7,7,3,60,taxi,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
121,S5,5,3,61,airport bus,business,One-piece of check-in luggage,With family or friends,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,15,15,No ,No ,No ,20,15,90,90,90,90,40,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival ",10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
122,S7,7,3,61,airport bus,non-business,One-piece of check-in luggage,Alone,16500,42000,66000,19000,34000,5000,10000,No ,No ,No,20,25,25,30,18,No ,No ,No ,15,15,No ,No ,No ,20,20,90,90,90,90,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","10 min
delay ",10 min delay ,10 min delay ,Onarrival -time,Sunny ,Sunny ,Sunny ,Sunny ,Sunny,No ,No ,No ,No ,Yes
123,S2,2,2,62,limousine bus,business,No check-in luggage,Alone,16500,42000,66000,19000,29000,5000,10000,No ,No ,No,20,25,25,30,23,No ,No ,No ,10,10,No ,No ,No ,20,20,120,120,120,120,50,No ,No ,No ,One-time ,One-time,"On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival","On-time
arrival",Rainy ,Rainy ,Rainy ,Rainy ,Rainy,No ,No ,No ,No ,Yes
